title,price_text,price,odometer_text,odometer_km,detail_url,network_id,card_id,inventory_year_filter,inventory_make_filter,inventory_model_filter,search_url,verified_at,detail_date,first_image_url,detail_page_title,carbarn_evidence,in_date_range,updated_at,dealer_stock_id,dealer_stock_ids,car_code,photo_count,all_image_urls,image_count,vin,registration_plate,body_type,fuel,transmission,dealer_comments,status_label,status_tooltip,price_badge_label,is_sold,matched_stock_no,matched_chassis,match_score,match_reason,match_status,mismatch_count,mismatch_fields,mismatch_messages
2019 Toyota Hiace DX LWB Auto,"$36,900",36900,"13,000km",13000,https://www.carsales.com.au/cars/details/2019-toyota-hiace-dx-lwb-auto/OAG-AD-25628782/,OAG-AD-25628782,OAG-AD-25628782,2019,TOYOTA,Hiace,,2026-05-14T13:17:39,,https://carsales.pxcrush.net/carsales/car/dealer/48h2q4y2t5m09pzhk8vygb5sd.jpg?pxc_format=jpeg&pxc_size=1200%2C630,2019 Toyota Hiace DX LWB Auto,stock_tail4_match:1007,,2026-05-14T13:17:39,20191007,20191007,1254,26,"[""https://carsales.pxcrush.net/carsales/car/dealer/48h2q4y2t5m09pzhk8vygb5sd.jpg?pxc_format=jpeg&pxc_size=1200%2C630""]",1,6ZZKTRH2000310024,Check with seller,Van,Petrol,Automatic,"2019 TOYOTA Hiace DX | Petrol | 13,000 KM 5-Year Extended Warranty Available! A low-kilometre Toyota Hiace DX built for work, delivery, trades, transport, and business use. With only 13,000 KM, petrol power, Toyotas strong reliability, and modern safety features, this Hiace is a great option for anyone needing a clean, practical, and dependable van ready for everyday use. Key Features: Petrol engine Air Conditioning Airbags Power Steering Power Windows Traction Control System Lane Departure Warning Front Vehicle Collision Warning Brake Assist Automatic High-Beam Reversing Camera Rear Wiper Recently serviced and professionally detailed 6 months NSW registration included Warranty & Coverage: 5 Years Comprehensive Mechanical and Electrical Extended Warranty Coverage of up to $5,000 per claim Unlimited claims and kilometers Car rental and accommodation included for breakdowns 1 Year FREE Roadside Assistance Simple, hassle-free claims process Valid across Australia Why This Hiace Stands Out: Very low 13,000 KM for a 2019 model Toyota Hiace is one of Australias most trusted commercial vans Great option for trades, courier work, delivery, transport, or business use Modern safety features including Lane Departure Warning and Front Vehicle Collision Warning Clean, serviced, detailed, and ready for inspection Pricing: We offer the most competitive prices in Australia Price match available on similar listings Website: Location: Unit D3, 128 , , NSW Contact for Inspection: WhatsApp: https:/// Call: Open 7 days a week, from 8 am to 5 pm, including public holidays DOOR DELIVERY IS AVAILABLE TO ALL STATES Newcastle and Wollongong $200 | Canberra $300 | Melbourne $450 | Brisbane $550 | Adelaide $1200 | Tasmania $1400 | Perth $1600 #AU #ToyotaHiace #HiaceVan #WorkVan #CommercialVan #UsedCarsAustralia Show more",,,Well below market price,False,1007,TRH200-0310024,100.0,stock_tail4_match:1007,identified,0,,
2020 Honda Vezel Hybrid Z Honda Sensing Auto,"$27,900",27900,"51,676km",51676,https://www.carsales.com.au/cars/details/2020-honda-vezel-hybrid-z-honda-sensing-auto/OAG-AD-25730316/,OAG-AD-25730316,OAG-AD-25730316,2020,HONDA,Vezel,,2026-05-14T13:17:39,,https://carsales.pxcrush.net/carsales/car/dealer/cte9bg4kzzhb4200hpfao3l5q.jpg?pxc_format=jpeg&pxc_size=1200%2C630,2020 Honda Vezel Hybrid Z Honda Sensing Auto,stock_tail4_match:1021,,2026-05-14T13:17:39,20201021,20201021,1153,23,"[""https://carsales.pxcrush.net/carsales/car/dealer/cte9bg4kzzhb4200hpfao3l5q.jpg?pxc_format=jpeg&pxc_size=1200%2C630""]",1,6ZZL000RU31405237,Check with seller,Hatch,Hybrid,Automatic,"2020 Honda Vezel Z Hybrid Honda SENSING | Hybrid | 51,676 KM 5-Year Hybrid Battery Warranty! A stylish and fuel-efficient Honda Vezel Z Hybrid built for daily driving, family use, and comfortable city or highway trips. With Honda SENSING safety, hybrid performance, half leather seats, LED lighting, and an excellent-condition interior, this Vezel is a smart SUV choice with strong practicality and premium feel. Key Features: Hybrid engine Honda SENSING Safety Suite ECO Mode for top-notch fuel saving Traction Control System Lane Departure Warning Front Vehicle Collision Warning Brake Assist 8 Airbags Multi-Function Steering Wheel Half Leather Seats Apple CarPlay and Android Auto Cruise Control Windshield Wiper Alloy Wheels LED Headlights LED Fog Lights Interior in excellent condition without any tears or marks 6 months NSW registration included Warranty & Coverage: 5 Years Warranty: Hybrid Battery, Electrical and Mechanical Coverage of up to $5,000 per claim Unlimited claims and kilometers Car rental and accommodation included for breakdowns 1 Year FREE Roadside Assistance Valid across Australia Why This Vezel Stands Out: Z Hybrid grade with Honda SENSING safety Excellent fuel-saving SUV for daily use Modern safety features and 8 airbags Half leather interior with LED headlights and fog lights Clean, serviced, detailed, and ready for inspection Pricing: We offer the most competitive prices in Australia Price match available on similar listings Website: Location: Unit D3, 128 , , NSW Contact for Inspection: WhatsApp: https:/// Call: Open 7 days a week, from 8 am to 5 pm, including public holidays DOOR DELIVERY IS AVAILABLE TO ALL STATES Newcastle and Wollongong $200 | Canberra $300 | Melbourne $450 | Brisbane $550 | Adelaide $1200 | Tasmania $1400 | Perth $1600 #AU #HondaVezel #HybridSUV Show more",,,,False,1021,RU3-1405237,100.0,stock_tail4_match:1021,identified,0,,
2017 Honda Odyssey Hybrid Absolute Auto,"$28,900",28900,"77,158km",77158,https://www.carsales.com.au/cars/details/2017-honda-odyssey-hybrid-absolute-auto/OAG-AD-25705793/,OAG-AD-25705793,OAG-AD-25705793,2017,HONDA,Odyssey,,2026-05-14T13:17:39,,https://carsales.pxcrush.net/carsales/cars/dealer/4qp16hppiirmbh8lsqo5527vl.jpg?pxc_format=jpeg&pxc_size=1200%2C630,2017 Honda Odyssey Hybrid Absolute Auto,stock_tail4_match:1054,,2026-05-14T13:17:39,20171054,20171054,1279,22,"[""https://carsales.pxcrush.net/carsales/cars/dealer/4qp16hppiirmbh8lsqo5527vl.jpg?pxc_format=jpeg&pxc_size=1200%2C630""]",1,6ZZH000RC41027907,Check with seller,People Mover,Hybrid,Automatic,"2017 HONDA Odyssey EX | Hybrid | 77,158 KM 5-Year Hybrid Battery Warranty! A premium Honda Odyssey EX Hybrid built for family comfort, daily driving, school runs, business use, and long-distance travel. With hybrid fuel efficiency, dual electric sliding doors, 10 airbags, half leather seats, and advanced safety features, this Odyssey is a smart and practical people mover for everyday use. Key Features: Hybrid engine EX package Traction Control System Lane Departure Warning Front Vehicle Collision Warning ECO Mode for top-notch fuel saving 10 Airbags Power Steering Multi-Function Steering Wheel Cruise Control Half Leather Seats Parking Assist Camera Dual Electric Sliding Doors Push Start and Keyless Entry Interior in excellent condition without any tears or marks 6 months NSW registration included Warranty & Coverage: 5 Years Warranty: Hybrid Battery, Electrical and Mechanical Coverage of up to $5,000 per claim Unlimited claims and kilometers Car rental and accommodation included for breakdowns 1 Year FREE Roadside Assistance Valid across Australia Why This Odyssey Stands Out: Premium hybrid people mover with strong family appeal Dual electric sliding doors for easy access 10 airbags and modern safety features Great option for families, business, travel, or daily comfort Clean interior and ready for inspection Pricing: We offer the most competitive prices in Australia Price match available on similar listings Website: []( Location: Unit D3, 128 , , NSW Contact for Inspection: WhatsApp: [https:///](https:///) Call: Open 7 days a week, from 8 am to 5 pm, including public holidays DOOR DELIVERY IS AVAILABLE TO ALL STATES Newcastle and Wollongong $200 | Canberra $300 | Melbourne $450 | Brisbane $550 | Adelaide $1200 | Tasmania $1400 | Perth $1600 Show more",,,Around market price,False,1054,RC4-1027907,100.0,stock_tail4_match:1054,identified,0,,
2019 Honda Vezel Hybrid Z Honda Sensing Auto 4WD,"$28,900",28900,"16,396km",16396,https://www.carsales.com.au/cars/details/2019-honda-vezel-hybrid-z-honda-sensing-auto-4wd/OAG-AD-25754119/,OAG-AD-25754119,OAG-AD-25754119,2019,HONDA,Vezel,,2026-05-14T13:17:39,,https://carsales.pxcrush.net/carsales/car/dealer/5c01a5a428919ec2da7f8a2374a1232f.jpg?pxc_format=jpeg&pxc_size=1200%2C630,2019 Honda Vezel Hybrid Z Honda Sensing Auto 4WD,stock_tail4_match:1057,,2026-05-14T13:17:39,20191057,20191057,1304,22,"[""https://carsales.pxcrush.net/carsales/car/dealer/5c01a5a428919ec2da7f8a2374a1232f.jpg?pxc_format=jpeg&pxc_size=1200%2C630""]",1,6ZZK000RU31360659,Check with seller,SUV,Hybrid,Automatic,"2019 HONDA Vezel X | Hybrid | 16,396 KM 5-Year Hybrid Battery Warranty! A clean, low-kilometre Honda Vezel X Hybrid built for fuel-saving daily driving, family use, and comfortable city or highway trips. With modern safety features, hybrid efficiency, excellent interior condition, and practical SUV space, this Vezel is a smart choice for anyone wanting comfort, reliability, and low running costs. Key Features: Hybrid engine Low 16,396 KM Traction Control System Lane Departure Warning Front Vehicle Collision Warning 8 Airbags Multi-Function Steering Wheel Cruise Control Reversing Camera Parking Assist Camera ECO Mode for top-notch fuel saving Push Start and Keyless Entry Interior in excellent condition without any tears or marks 6 months NSW registration included Warranty & Coverage: 5 Years Warranty: Hybrid Battery, Electrical and Mechanical Coverage of up to $5,000 per claim Unlimited claims and kilometers Car rental and accommodation included for breakdowns 1 Year FREE Roadside Assistance Simple, hassle-free claims process Valid across Australia Why This Vezel Stands Out: Low-kilometre hybrid SUV Excellent fuel-saving option for everyday use Safety features including Lane Departure Warning and Front Vehicle Collision Warning Clean interior, practical size, and ready for inspection Pricing: We offer the most competitive prices in Australia Price match available on similar listings Website: []( Location: Unit D3, 128 , , NSW Contact for Inspection: WhatsApp: [https:///](https:///) Call: Open 7 days a week, from 8 am to 5 pm, including public holidays DOOR DELIVERY IS AVAILABLE TO ALL STATES Newcastle and Wollongong $200 | Canberra $300 | Melbourne $450 | Brisbane $550 | Adelaide $1200 | Tasmania $1400 | Perth $1600 #AU #HondaVezel #HybridSUV Show more",,,,False,1057,RU3-1360659,100.0,stock_tail4_match:1057,identified,0,,
2017 Honda Odyssey Hybrid Absolute Auto,"$24,900",24900,readingprovidedbutdoe,,https://www.carsales.com.au/cars/details/2017-honda-odyssey-hybrid-absolute-auto/OAG-AD-25744494/,OAG-AD-25744494,OAG-AD-25744494,,,,,2026-05-14T13:17:39,,https://carsales.pxcrush.net/carsales/car/dealer/2n9p4qerq0wdbz4jemlroudun.jpg?pxc_format=jpeg&pxc_size=1200%2C630,2017 Honda Odyssey Hybrid Absolute Auto,stock_tail4_not_found:1056;stock_tail3_not_found:056,,2026-05-14T13:17:39,20171056,20171056,,,"[""https://carsales.pxcrush.net/carsales/car/dealer/2n9p4qerq0wdbz4jemlroudun.jpg?pxc_format=jpeg&pxc_size=1200%2C630""]",1,,,"People Mover, 5 doors, 7 seats","efficiency, dual ele",7 speed Automatic,"2017 HONDA Odyssey Absolute | Hybrid | 112,678 KM 5-Year Hybrid Battery Warranty! A spacious and premium Honda Odyssey Absolute Hybrid built for family comfort, daily driving, school runs, business use, and long-distance trips. With hybrid fuel efficiency, dual electric sliding doors, half leather seats, modern safety features, and excellent interior condition, this Odyssey is a practical people mover with comfort and style. Key Features: Hybrid engine Absolute package Traction Control System Lane Departure Warning Front Vehicle Collision Warning Electronic Parking Sensor ECO Mode for top-notch fuel saving Multi-Function Steering Wheel Parking Assist Camera Cruise Control Half Leather Seats Dual Electric Sliding Doors Push Start and Keyless Entry Interior in excellent condition without any tears or marks 6 months NSW registration included Warranty & Coverage: 5 Years Warranty: Hybrid Battery, Electrical and Mechanical Coverage of up to $5,000 per claim Unlimited claims and kilometers Car rental and accommodation included for breakdowns 1 Year FREE Roadside Assistance Simple, hassle-free claims process Valid across Australia Why This Odyssey Stands Out: Premium hybrid people mover with strong family appeal Dual electric sliding doors for easy access Safety features including Lane Departure Warning and Front Vehicle Collision Warning Clean interior and ready for inspection Pricing: We offer the most competitive prices in Australia Price match available on similar listings Website: Location: Unit D3, 128 , , NSW Contact for Inspection: WhatsApp: https:/// Call: Open 7 days a week, from 8 am to 5 pm, including public holidays DOOR DELIVERY IS AVAILABLE TO ALL STATES Newcastle and Wollongong $200 | Canberra $300 | Melbourne $450 | Brisbane $550 | Adelaide $1200 | Tasmania $1400 | Perth $1600 #AU Show more",On hold,The seller has taken the car off the market for a short period of time. The seller may choose to make the car available again soon.,,False,,,0.0,stock_tail4_not_found:1056;stock_tail3_not_found:056,sold,0,,
2017 Honda Odyssey Hybrid Absolute Auto,"$28,900",28900,"69,040km",69040,https://www.carsales.com.au/cars/details/2017-honda-odyssey-hybrid-absolute-auto/OAG-AD-25744498/,OAG-AD-25744498,OAG-AD-25744498,2017,HONDA,Odyssey,,2026-05-14T13:17:39,,https://carsales.pxcrush.net/carsales/car/dealer/btil99wxs3u6bcfm2wtafa2tq.jpg?pxc_format=jpeg&pxc_size=1200%2C630,2017 Honda Odyssey Hybrid Absolute Auto,stock_tail4_match:1043,,2026-05-14T13:17:39,20171043,20171043,1219,23,"[""https://carsales.pxcrush.net/carsales/car/dealer/btil99wxs3u6bcfm2wtafa2tq.jpg?pxc_format=jpeg&pxc_size=1200%2C630""]",1,6ZZH000RC41029909,Check with seller,People Mover,Hybrid,Automatic,"2017 HONDA Odyssey Absolute | Hybrid | 69,040 KM 5-Year Hybrid Battery Warranty! A spacious and premium Honda Odyssey Absolute Hybrid built for family comfort, daily driving, school runs, business use, and long-distance trips. With hybrid fuel efficiency, dual electric sliding doors, 10 airbags, modern safety features, and excellent interior condition, this Odyssey is a smart people mover with comfort and practicality. Key Features: Hybrid engine Absolute package Half Leather Seats Parking Assist Camera Front Vehicle Collision Warning Lane Departure Warning Traction Control System Multi-Function Steering Wheel ECO Mode for top-notch fuel saving Push Start and Keyless Entry Dual Electric Sliding Doors Cruise Control Interior in excellent condition without any tears or marks 6 months NSW registration included Warranty & Coverage: 5 Years Warranty: Hybrid Battery, Electrical and Mechanical Coverage of up to $5,000 per claim Unlimited claims and kilometers Car rental and accommodation included for breakdowns 1 Year FREE Roadside Assistance Simple, hassle-free claims process Valid across Australia Why This Odyssey Stands Out: Premium hybrid people mover with strong family appeal Dual electric sliding doors for easy access 10 airbags and modern safety features Great option for families, travel, business, or daily comfort Clean interior and ready for inspection Pricing: We offer the most competitive prices in Australia Price match available on similar listings Website: Location: Unit D3, 128 , , NSW Contact for Inspection: WhatsApp: [https:///](https:///) Call: Open 7 days a week, from 8 am to 5 pm, including public holidays DOOR DELIVERY IS AVAILABLE TO ALL STATES Newcastle and Wollongong $200 | Canberra $300 | Melbourne $450 | Brisbane $550 | Adelaide $1200 | Tasmania $1400 | Perth $1600 Show more",,,Around market price,False,1043,RC4-1029909,100.0,stock_tail4_match:1043,identified,0,,
2017 Mercedes-Benz E-Class E43 AMG Auto 4MATIC,"$49,900",49900,"59,230km",59230,https://www.carsales.com.au/cars/details/2017-mercedes-benz-e-class-e43-amg-auto-4matic/OAG-AD-25653306/,OAG-AD-25653306,OAG-AD-25653306,2017,MERCEDES-BENZ,E-Class,,2026-05-14T13:17:39,,https://carsales.pxcrush.net/carsales/cars/dealer/3blqygm1ex38rjidjzuo0bz2g.jpg?pxc_format=jpeg&pxc_size=1200%2C630,2017 Mercedes-Benz E-Class E43 AMG Auto 4MATIC,stock_tail4_match:1039,,2026-05-14T13:17:39,20171039,20171039,1202,33,"[""https://carsales.pxcrush.net/carsales/cars/dealer/3blqygm1ex38rjidjzuo0bz2g.jpg?pxc_format=jpeg&pxc_size=1200%2C630""]",1,WDD2132642A333293,Check with seller,Wagon,Petrol,Automatic,"2017 MERCEDES-BENZ E-Class E43 4Matic 4WD Station Wagon | Petrol | 59,230 KM 5-Year Extended Warranty Available! A premium Mercedes-Benz E43 AMG 4Matic wagon built for drivers who want performance, luxury, comfort, and practicality in one package. With 4Matic 4WD grip, a refined petrol engine, sporty AMG character, and a spacious station wagon body, this E43 is a standout choice for family use, touring, highway driving, or daily luxury performance. Key Features: Petrol engine E43 AMG package 4Matic 4WD Half Leather Seats Heated Front Seats 360 Parking Assist Camera Cruise Control Push Start and Keyless Entry Lane Departure Warning Electronic Parking Sensor Sunroof Brake Assist Multi-Function Steering Wheel 7 Airbags Recently serviced and professionally detailed 6 months NSW registration included Warranty & Coverage: 5 Years Comprehensive Mechanical and Electrical Extended Warranty Coverage of up to $5,000 per claim Unlimited claims and kilometers Car rental and accommodation included for breakdowns 1 Year FREE Roadside Assistance Valid across Australia Why This E43 Stands Out: AMG performance with luxury wagon practicality 4Matic 4WD for confident handling Premium features including sunroof, heated seats, and 360 camera Great option for family, touring, or luxury daily driving Clean, serviced, detailed, and ready for inspection Pricing: We offer the most competitive prices in Australia Price match available on similar listings Website: Location: Unit D3, 128 , , NSW Contact for Inspection: WhatsApp: https:/// Call: Open 7 days a week, from 8 am to 5 pm, including public holidays DOOR DELIVERY IS AVAILABLE TO ALL STATES Newcastle and Wollongong $200 | Canberra $300 | Melbourne $450 | Brisbane $550 | Adelaide $1200 | Tasmania $1400 | Perth $1600 #AU #MercedesBenz #E43AMG #AMGWagon #LuxuryCar #PerformanceWagon Show more",,,Around market price,False,1039,WDD2132642A333293,100.0,stock_tail4_match:1039,identified,0,,
2016 Mercedes-Benz E-Class E400 Auto 4MATIC,"$34,900",34900,"59,563km",59563,https://www.carsales.com.au/cars/details/2016-mercedes-benz-e-class-e400-auto-4matic/OAG-AD-25780115/,OAG-AD-25780115,OAG-AD-25780115,2016,MERCEDES-BENZ,E-Class,,2026-05-14T13:17:39,,https://carsales.pxcrush.net/carsales/car/dealer/9bpavcoflwgxujc7qbmsgvb99.jpg?pxc_format=jpeg&pxc_size=1200%2C630,2016 Mercedes-Benz E-Class E400 Auto 4MATIC,stock_tail4_match:1076,,2026-05-14T13:17:39,20161076,20161076,1336,45,"[""https://carsales.pxcrush.net/carsales/car/dealer/9bpavcoflwgxujc7qbmsgvb99.jpg?pxc_format=jpeg&pxc_size=1200%2C630""]",1,WDD2132712A176208,Check with seller,Wagon,Petrol,Automatic,"2016 MERCEDES-BENZ E-Class E400 4Matic Station Wagon | Petrol | 59563 KM 5-Year Extended Warranty Available! A premium Mercedes-Benz E400 4Matic Station Wagon built for luxury, comfort, performance, and everyday practicality. With 4Matic all-wheel drive, petrol power, full leather interior, heated seats, parking assist cameras, and wagon space, this E-Class is a great choice for family use, touring, highway driving, or anyone wanting a refined European wagon. Key Features: Petrol engine 4Matic AWD Station Wagon body Full Leather Seats Seat Heater Reversing Camera Parking Assist Camera Power Windows Power Steering Multi-Function Steering Wheel Air Conditioning Brake Assist Electronic Parking Brake Electronic Parking Sensor Rear Wiper 6 Airbags Recently serviced and professionally detailed 6 months NSW registration included Warranty & Coverage: 5 Years Comprehensive Mechanical and Electrical Extended Warranty Coverage of up to $5,000 per claim Unlimited claims and kilometers 1 Year FREE Roadside Assistance Valid across Australia Why This E400 Stands Out: Luxury E-Class wagon with strong road presence 4Matic AWD for confident driving Premium leather interior with heated seats Practical wagon space for family, touring, or daily use Clean, serviced, detailed, and ready for inspection Pricing: We offer the most competitive prices in Australia Price match available on similar listings Website: Location: Unit D3, 128 , , NSW Contact for Inspection: WhatsApp: https:/// Call: Open 7 days a week, from 8 am to 5 pm, including public holidays DOOR DELIVERY IS AVAILABLE TO ALL STATES Newcastle/Wollongong $200 | Canberra $300 | Melbourne $450 | Brisbane $550 | Adelaide $1200 | Tasmania $1400 | Perth $1600 #AU #MercedesBenz #E400 #LuxuryWagon #4Matic #UsedCarsAustralia Show more",,,,False,1076,WDD2132712A176208,100.0,stock_tail4_match:1076,identified,0,,
1995 Mitsubishi GTO Auto 4WD,"$33,900",33900,"18,052km",18052,https://www.carsales.com.au/cars/details/1995-mitsubishi-gto-auto-4wd/OAG-AD-25521014/,OAG-AD-25521014,OAG-AD-25521014,1995,MITSUBISHI,GTO,,2026-05-14T13:17:39,,https://carsales.pxcrush.net/carsales/car/dealer/c2ai4nksf5y7w8dcs7ogw324b.jpg?pxc_format=jpeg&pxc_size=1200%2C630,1995 Mitsubishi GTO Auto 4WD,stock_tail4_match:1018,,2026-05-14T13:17:39,19951018,19951018,1190,23,"[""https://carsales.pxcrush.net/carsales/car/dealer/c2ai4nksf5y7w8dcs7ogw324b.jpg?pxc_format=jpeg&pxc_size=1200%2C630""]",1,6ZZS00Z16A0100673,Check with seller,Coupe,Petrol,Automatic,"1995 Mitsubishi GTO 4WD 3.0L Automatic | Low KM | Petrol | 18,000 KM 5-Year Extended Warranty Available! A rare low-kilometre Mitsubishi GTO 4WD built for enthusiasts who want a classic Japanese performance coupe with style, comfort, and road presence. With only 18,000 KM, a 3.0L petrol engine, automatic transmission, leather interior, and 4WD grip, this GTO is a standout option for collectors, weekend drivers, or anyone wanting something unique. Key Features: 3.0L Petrol engine Automatic transmission 4WD Low 18,000 KM Power Drivers Seat Full Leather Seats Power Steering Cruise Control Overdrive Hold Button Fog Lights Windshield Wiper Rear Wiper Front Seat Bottle Holders Alloy Wheels Recently serviced and professionally detailed 6 months NSW registration included Warranty & Coverage: 5 Years Comprehensive Mechanical and Electrical Extended Warranty Coverage of up to $5,000 per claim Unlimited claims and kilometers Car rental and accommodation included for breakdowns 1 Year FREE Roadside Assistance Simple, hassle-free claims process Valid across Australia Why This GTO Stands Out: Rare 4WD Japanese performance coupe Extremely low kilometres for its age Classic 3.0L GTO with strong enthusiast appeal Leather interior, cruise control, and premium comfort features Clean, serviced, detailed, and ready for inspection Pricing: We offer the most competitive prices in Australia Price match available on similar listings Website: Location: Unit D3, 128 , , NSW Contact for Inspection: WhatsApp: https:/// Call: Open 7 days a week, from 8 am to 5 pm, including public holidays DOOR DELIVERY IS AVAILABLE TO ALL STATES Newcastle and Wollongong $200 | Canberra $300 | Melbourne $450 | Brisbane $550 | Adelaide $1200 | Tasmania $1400 | Perth $1600 #AU #MitsubishiGTO #JDMCar #ClassicCar #PerformanceCar #UsedCarsAustralia Show more",,,,False,1018,Z16A-0100673,100.0,stock_tail4_match:1018,identified,0,,
1997 Mitsubishi Delica Spacegear Exceed PE8W Auto 4x4,"$17,400",17400,"171,718km",171718,https://www.carsales.com.au/cars/details/1997-mitsubishi-delica-spacegear-exceed-pe8w-auto-4x4/OAG-AD-25649682/,OAG-AD-25649682,OAG-AD-25649682,1997,MITSUBISHI,Delica,,2026-05-14T13:17:39,,https://carsales.pxcrush.net/carsales/car/dealer/5l8cb5ujue1ridzf20euamfqn.jpg?pxc_format=jpeg&pxc_size=1200%2C630,1997 Mitsubishi Delica Spacegear Exceed PE8W Auto 4x4,stock_tail4_match:1032,,2026-05-14T13:17:39,19971032,19971032,1332,20,"[""https://carsales.pxcrush.net/carsales/car/dealer/5l8cb5ujue1ridzf20euamfqn.jpg?pxc_format=jpeg&pxc_size=1200%2C630""]",1,6ZZV00PE8W0213867,Check with seller,People Mover,Diesel,Automatic,"1997 MITSUBISHI Delica Space Gear 4WD Exceed | Diesel | 171,718 KM A classic Mitsubishi Delica Space Gear 4WD Exceed built for adventure, camping trips, weekend escapes, and practical family use. With diesel power, 4WD capability, and the unique Delica van/SUV character, this is a great choice for anyone wanting something tougher and more interesting than a normal people mover. Key Features: Diesel engine 4WD Exceed package Air Conditioning Airbags Power Steering Power Windows Fog Lights Rear Wiper Windshield Wiper Recently serviced and professionally detailed 6 months NSW registration included Why This Delica Stands Out: Iconic 4WD adventure van with strong enthusiast appeal Diesel setup for practical everyday and touring use Great option for camping, road trips, weekend adventures, or family transport Spacious and versatile Space Gear body style Clean, serviced, detailed, and ready for inspection Pricing: We offer the most competitive prices in Australia Price match available on similar listings Website: Location: Unit D3, 128 , , NSW Contact for Inspection: WhatsApp: https:/// Call: Open 7 days a week, from 8 am to 5 pm, including public holidays DOOR DELIVERY IS AVAILABLE TO ALL STATES Newcastle and Wollongong $200 | Canberra $300 | Melbourne $450 | Brisbane $550 | Adelaide $1200 | Tasmania $1400 | Perth $1600 #AU #MitsubishiDelica #DelicaSpaceGear #4WDVan #DieselVan #AdventureVan Show more",,,,False,1032,PE8W-0213867,100.0,stock_tail4_match:1032,identified,0,,
2023 Nissan Aura G FE13 Auto,"$31,400",31400,readingprovidedbutdoe,,https://www.carsales.com.au/cars/details/2023-nissan-aura-g-fe13-auto/OAG-AD-25705491/,OAG-AD-25705491,OAG-AD-25705491,,,,,2026-05-14T13:17:39,,https://carsales.pxcrush.net/carsales/car/dealer/jacc50w49yedvwcl446o18y3.jpg?pxc_format=jpeg&pxc_size=1200%2C630,2023 Nissan Aura G FE13 Auto,stock_tail4_not_found:1028;stock_tail3_not_found:028,,2026-05-14T13:17:39,20231028,20231028,,,"[""https://carsales.pxcrush.net/carsales/car/dealer/jacc50w49yedvwcl446o18y3.jpg?pxc_format=jpeg&pxc_size=1200%2C630""]",1,,,"Hatch, 5 doors, 5 seats",introduced to the en,1 speed Automatic,"Stock - NISSAN AURA G Leather Edition | Hybrid | 24811 KM We are open every day, including the upcoming Easter holidays. Key Features: Power Windows Foldable Rear Seat Traction Control System Rear Wiper Air Conditioning Airbags Radar Cruise Control Lane Departure Warning Power steering Blind Spot Monitoring Pro-Pilot Assist Multi-Function Steering Wheel Reversing Camera Interior in excellent condition without any tears or marks 6 months NSW registration is on us Warranty & Coverage: 5 Years Warranty: Hybrid Battery, Electrical and Mechanical Coverage of up to $5,000 per claim Unlimited claims and kilometers Car rental and accommodation included for breakdowns 1 Year FREE Roadside Assistance Simple, hassle-free claims process Valid across Australia Pricing: We offer the most competitive prices in Australia Price match available on similar listings Website: - Location: - 128 , , NSW Contact for Inspection: - WhatsApp: https:/// - Call: - Open 7 days a week DOOR DELIVERY IS AVAILABLE TO ALL STATES We work with over 30 leading Australian carriers and get the best delivery rates from us: - Newcastle and Wollongong area $200 - Canberra $300 - Melbourne $450 - Brisbane $550 - Adelaide $1200 - Tasmania $1400 - Perth $1600 Show more",Sold or unavailable,,,False,,,0.0,stock_tail4_not_found:1028;stock_tail3_not_found:028,sold,0,,
